year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
2020,1,22,Wednesday,13,38,NA,NA,bottle,0,water,kc,279
2020,1,22,Wednesday,14,29,NA,NA,bottle,2,oz,kc,279
2020,1,22,Wednesday,11,55,13,0,nap,NA,,kc,279
2020,1,22,Wednesday,8,0,NA,NA,solids,2.5,applesauce_eggs,kc,279
2020,1,22,Wednesday,10,50,NA,NA,solids,3,noodles_veggies_cheese,kc,279
2020,1,22,Wednesday,14,0,NA,NA,solids,3,crackers_cheese,kc,279
2020,1,23,,7,14,NA,NA,wet,NA,,kc,280
2020,1,23,,9,0,NA,NA,wet,NA,,ac,280
2020,1,23,,10,30,NA,NA,wet,NA,,kc,280
2020,1,23,,13,0,NA,NA,bowel,NA,,kc,280
2020,1,23,,11,0,NA,NA,water,NA,,kc,280
2020,1,23,,13,30,NA,NA,bottle,3,oz,kc,280
2020,1,23,,11,10,12,50,nap,NA,,kc,280
2020,1,27,,8,30,NA,NA,wet,NA,,ap,284
2020,1,27,,10,10,NA,NA,dry,NA,,ap,284
2020,1,27,,12,20,NA,NA,wet,NA,,ap,284
2020,1,27,,14,0,NA,NA,wet,NA,,ap,284
2020,1,27,,9,40,NA,NA,water,NA,,ap,284
2020,1,27,,10,50,NA,NA,water,NA,,ap,284
2020,1,27,,14,10,NA,NA,bottle,2,oz,ap,284
2020,1,27,,11,10,12,15,nap,NA,,ap,284
2020,1,28,,8,10,NA,NA,wet,NA,,ap,285
2020,1,28,,10,5,NA,NA,bowel,NA,,ap,285
2020,1,28,,12,40,NA,NA,wet,NA,,ap,285
2020,1,28,,14,15,NA,NA,dry,NA,,ap,285
2020,1,28,,10,10,NA,NA,bottle,2,oz,ap,285
2020,1,28,,11,10,NA,NA,bottle,1,oz,ap,285
2020,1,28,,14,50,NA,NA,water,NA,,ap,285
2020,1,28,,11,15,12,20,nap,NA,,ap,285
2020,1,29,,8,10,NA,NA,wet,NA,,kc,286
2020,1,29,,9,10,NA,NA,bowel,NA,,hannah,286
2020,1,29,,10,11,NA,NA,wet,NA,,kc,286
2020,1,29,,11,50,NA,NA,wet,NA,,ap,286
2020,1,29,,13,59,NA,NA,dry,NA,,kc,286
2020,1,29,,14,17,NA,NA,wet,NA,,kc,286
2020,1,29,,9,50,NA,NA,water,NA,,kc,286
2020,1,29,,12,31,NA,NA,bottle,4,oz,kc,286
2020,1,29,,14,0,NA,NA,bottle,2,oz,kc,286
2020,1,29,,11,15,11,45,nap,NA,,ap,286
2020,1,30,Thursday,NA,NA,NA,NA,trait_length,74.9,cm,rainbow,287
2020,1,30,Thursday,NA,NA,NA,NA,trait_mass,9.92,kg,rainbow,287
2020,1,30,Thursday,NA,NA,NA,NA,trait_head_circum,45.7,cm,rainbow,287
2020,1,30,,8,20,NA,NA,wet,NA,,kc,287
2020,1,30,,10,20,NA,NA,wet,NA,,kc,287
2020,1,30,,12,32,NA,NA,wet,NA,,kc,287
2020,1,30,,14,34,NA,NA,dry,NA,,kc,287
2020,1,30,,8,50,NA,NA,bottle,3,oz,kc,287
2020,1,30,,10,50,NA,NA,water,NA,,kc,287
2020,1,30,,12,30,NA,NA,bottle,3,oz,kc,287
2020,1,30,,14,12,NA,NA,bottle,3,oz,kc,287
2020,1,30,,11,5,12,29,nap,NA,,kc,287
2020,1,31,,8,45,NA,NA,wet,NA,,ap,288
2020,1,31,,10,30,NA,NA,wet,NA,,ap,288
2020,1,31,,12,50,NA,NA,wet,NA,,ap,288
2020,1,31,,14,35,NA,NA,dry,NA,,ap,288
2020,1,31,,8,10,NA,NA,water,NA,,ap,288
2020,1,31,,11,0,NA,NA,water,NA,,ap,288
2020,1,31,,14,15,NA,NA,water,NA,,ap,288
2020,1,31,,11,17,12,30,nap,NA,,ap,288
2020,2,4,,7,30,NA,NA,wet,NA,,kc,292
2020,2,4,,9,20,NA,NA,wet,NA,,ap,292
2020,2,4,,11,45,NA,NA,wet,NA,,ap,292
2020,2,4,,14,40,NA,NA,wet,NA,,ap,292
2020,2,4,,9,0,NA,NA,bottle,3,oz,ap,292
2020,2,4,,11,0,NA,NA,bottle,3,oz,ap,292
2020,2,4,,13,35,NA,NA,bottle,3,oz,ap,292
2020,2,4,,13,50,14,35,nap,NA,,ap,292
2020,2,5,,7,45,NA,NA,dry,NA,,ap,293
2020,2,5,,8,55,NA,NA,wet,NA,,melody,293
2020,2,5,,10,15,NA,NA,bowel,NA,,kc,293
2020,2,5,,13,5,NA,NA,dry,NA,,melody,293
2020,2,5,,9,30,NA,NA,bottle,3,oz,melody,293
2020,2,5,,11,0,NA,NA,water,NA,,melody,293
2020,2,5,,14,0,NA,NA,bottle,3,oz,melody,293
2020,2,5,,11,10,12,55,nap,NA,,melody,293
2020,2,6,Thursday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_right,NA,,kch,294
2020,2,6,,8,10,NA,NA,wet,NA,,ap,294
2020,2,6,,10,5,NA,NA,bowel,NA,,ap,294
2020,2,6,,9,25,NA,NA,bottle,3,oz,ap,294
2020,2,6,,11,0,NA,NA,bottle,3,oz,ap,294
2020,2,10,Monday,NA,NA,NA,NA,skill_step,NA,,kc,298
2020,2,10,,8,50,NA,NA,wet,NA,,kc,298
2020,2,10,,10,30,NA,NA,wet,NA,,kc,298
2020,2,10,,12,30,NA,NA,wet,NA,,kc,298
2020,2,10,,14,5,NA,NA,wet,NA,,kc,298
2020,2,10,,8,0,NA,NA,bottle,3,oz,kc,298
2020,2,10,,11,10,NA,NA,bottle,3,oz,kc,298
2020,2,10,,13,10,NA,NA,water,NA,,kc,298
2020,2,10,,14,9,NA,NA,water,NA,,kc,298
2020,2,10,,11,30,12,15,nap,NA,,kc,298
2020,2,11,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_left,NA,,jsm,299
2020,2,11,,8,10,NA,NA,wet,NA,,ap,299
2020,2,11,,10,15,NA,NA,wet,NA,,ap,299
2020,2,11,,12,5,NA,NA,bowel,NA,,ap,299
2020,2,11,,14,0,NA,NA,wet,NA,,ap,299
2020,2,11,,9,15,NA,NA,bottle,2,,ap,299
2020,2,11,,12,42,NA,NA,bottle,2,,ap,299
2020,2,11,,13,40,NA,NA,bottle,1,,ap,299
2020,2,11,,11,5,11,59,nap,NA,,ap,299
2020,2,12,,8,15,NA,NA,wet,NA,,ap,300
2020,2,12,,10,15,NA,NA,wet,NA,,kc,300
2020,2,12,,13,10,NA,NA,wet,NA,,kc,300
2020,2,12,,11,0,NA,NA,bottle,3,oz,kc,300
2020,2,12,,13,6,NA,NA,bottle,3,oz,kc,300
2020,2,12,,14,0,NA,NA,water,NA,,kc,300
2020,2,12,,11,20,13,0,nap,NA,,kc,300
2020,2,13,,8,45,NA,NA,wet,NA,,ap,301
2020,2,13,,9,15,NA,NA,bowel,NA,,ap,301
2020,2,13,,10,40,NA,NA,wet,NA,,ij,301
2020,2,13,,13,45,NA,NA,wet,NA,,ij,301
2020,2,13,,11,20,13,0,nap,NA,,ij,301
2020,2,14,,8,15,NA,NA,wet,NA,,ap,302
2020,2,14,,10,5,NA,NA,wet,NA,,ap,302
2020,2,14,,11,10,NA,NA,bowel,NA,,ap,302
2020,2,14,,12,57,NA,NA,wet,NA,,ap,302
2020,2,14,,14,15,NA,NA,wet,NA,,ap,302
2020,2,14,,9,45,NA,NA,bottle,2,oz,ap,302
2020,2,14,,12,45,NA,NA,bottle,2,oz,ap,302
2020,2,14,,11,15,12,30,nap,NA,,ap,302
2020,2,17,,8,10,NA,NA,wet,NA,,ap,305
2020,2,17,,10,40,NA,NA,wet,NA,,ij,305
2020,2,17,,13,50,NA,NA,wet,NA,,ij,305
2020,2,17,,14,30,NA,NA,wet,NA,,kc,305
2020,2,17,,8,0,NA,NA,bottle,3,oz,ap,305
2020,2,17,,11,0,NA,NA,bottle,3,oz,ij,305
2020,2,17,,14,9,NA,NA,water,NA,,ij,305
2020,2,17,,11,20,13,20,nap,NA,,ij,305
2020,2,18,,8,5,NA,NA,wet,NA,,ap,306
2020,2,18,,10,30,NA,NA,bowel,NA,,kc,306
2020,2,18,,13,50,NA,NA,wet,NA,,kc,306
2020,2,18,,9,0,NA,NA,bottle,3,oz,kc,306
2020,2,18,,11,0,NA,NA,bottle,3,oz,kc,306
2020,2,18,,14,0,NA,NA,water,NA,,kc,306
2020,2,18,,11,20,13,20,nap,NA,,kc,306
2020,2,19,,8,25,NA,NA,wet,NA,,ap,307
2020,2,19,,10,15,NA,NA,wet,NA,,kc,307
2020,2,19,,12,50,NA,NA,wet,NA,,ap,307
2020,2,19,,13,15,NA,NA,bowel,NA,,ap,307
2020,2,19,,9,15,NA,NA,bottle,2,oz,ap,307
2020,2,19,,12,55,NA,NA,bottle,1,oz,ap,307
2020,2,19,,11,10,12,15,nap,NA,,ap,307
2020,2,20,,8,30,NA,NA,wet,NA,,ap,308
2020,2,20,,10,30,NA,NA,wet,NA,,ap,308
2020,2,20,,12,35,NA,NA,wet,NA,,ap,308
2020,2,20,,14,14,NA,NA,wet,NA,,kc,308
2020,2,20,,9,15,NA,NA,bottle,2,oz,ap,308
2020,2,20,,11,10,NA,NA,bottle,1,oz,ap,308
2020,2,20,,12,50,NA,NA,water,NA,,kc,308
2020,2,20,,13,55,NA,NA,water,NA,,kc,308
2020,2,20,,11,35,12,33,nap,NA,,kc,308
2020,2,21,,8,30,NA,NA,wet,NA,,ap,309
2020,2,21,,10,10,NA,NA,bowel,NA,,ap,309
2020,2,21,,12,45,NA,NA,wet,NA,,ap,309
2020,2,21,,14,46,NA,NA,wet,NA,,kc,309
2020,2,21,,9,20,NA,NA,bottle,2,oz,ap,309
2020,2,21,,11,5,NA,NA,water,NA,,ap,309
2020,2,21,,13,10,NA,NA,bottle,2,oz,ap,309
2020,2,21,,11,25,12,8,nap,NA,,ap,309
2020,2,24,,8,20,NA,NA,wet,NA,,ap,312
2020,2,24,,10,20,NA,NA,wet,NA,,kc,312
2020,2,24,,13,30,NA,NA,wet,NA,,kc,312
2020,2,24,,8,0,NA,NA,bottle,3,oz,kc,312
2020,2,24,,11,0,NA,NA,bottle,3,oz,kc,312
2020,2,24,,13,30,NA,NA,water,NA,,kc,312
2020,2,24,,11,20,13,20,nap,NA,,kc,312
2020,2,25,,8,30,NA,NA,wet,NA,,ap,313
2020,2,25,,10,35,NA,NA,dry,NA,,ij,313
2020,2,25,,12,45,NA,NA,wet,NA,,ij,313
2020,2,25,,14,50,NA,NA,wet,NA,,ij,313
2020,2,26,,7,30,NA,NA,wet,NA,,ap,314
2020,2,26,,9,13,NA,NA,dry,NA,,ij,314
2020,2,26,,10,33,NA,NA,wet,NA,,kc,314
2020,2,26,,13,0,NA,NA,dry,NA,,ij,314
2020,2,26,,14,22,NA,NA,wet,NA,,kc,314
2020,2,26,,8,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,10,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,11,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,14,0,NA,NA,water,NA,,ij,314
2020,2,26,,11,10,12,52,nap,NA,,kc,314
2020,2,28,,8,15,NA,NA,wet,NA,,ij,316
2020,2,28,,10,20,NA,NA,wet,NA,,ap,316
2020,2,28,,12,25,NA,NA,wet,NA,,ap,316
2020,2,28,,14,5,NA,NA,wet,NA,,ap,316
2020,2,28,,9,20,NA,NA,bottle,2,oz,ap,316
2020,2,28,,10,50,NA,NA,water,NA,,ap,316
2020,2,28,,12,35,NA,NA,bottle,3,oz,ap,316
2020,2,28,,11,15,12,3,nap,NA,,ap,316
2020,3,2,,8,15,NA,NA,wet,NA,,ap,319
2020,3,2,,10,45,NA,NA,wet,NA,,kc,319
2020,3,2,,12,45,NA,NA,wet,NA,,kc,319
2020,3,2,,15,0,NA,NA,wet,NA,,ij,319
2020,3,2,,9,0,NA,NA,bottle,4,oz,kc,319
2020,3,2,,11,0,NA,NA,bottle,4,oz,kc,319
2020,3,2,,11,30,12,30,nap,NA,,kc,319
2020,3,3,,8,5,NA,NA,wet,NA,,ap,320
2020,3,3,,10,40,NA,NA,wet,NA,,kc,320
2020,3,3,,13,47,NA,NA,wet,NA,,kc,320
2020,3,3,,9,0,NA,NA,bottle,4,oz,kc,320
2020,3,3,,11,0,NA,NA,bottle,4,oz,kc,320
2020,3,3,,14,0,NA,NA,water,NA,,kc,320
2020,3,3,,11,45,13,40,nap,NA,,kc,320
2020,3,4,,8,20,NA,NA,wet,NA,,ap,321
2020,3,4,,10,50,NA,NA,wet,NA,,kc,321
2020,3,4,,13,8,NA,NA,wet,NA,,kc,321
2020,3,4,,15,0,NA,NA,wet,NA,,kc,321
2020,3,4,,9,0,NA,NA,bottle,3,oz,kc,321
2020,3,4,,11,0,NA,NA,bottle,2,oz,kc,321
2020,3,4,,14,0,NA,NA,water,NA,,kc,321
2020,3,4,,11,20,13,6,nap,NA,,kc,321
2020,3,5,,8,30,NA,NA,wet,NA,,ap,322
2020,3,5,,10,30,NA,NA,wet,NA,,kc,322
2020,3,5,,13,30,NA,NA,wet,NA,,kc,322
2020,3,5,,9,30,NA,NA,bottle,1,oz,kc,322
2020,3,5,,11,0,NA,NA,bottle,0,oz,kc,322
2020,3,5,,13,45,NA,NA,water,NA,,kc,322
2020,3,5,,14,30,NA,NA,bottle,0,oz,kc,322
2020,3,5,,11,20,12,15,nap,NA,,kc,322
2020,3,9,,8,5,NA,NA,wet,NA,,ap,326
2020,3,9,,9,38,NA,NA,wet,NA,,kc,326
2020,3,9,,11,0,NA,NA,wet,NA,,kc,326
2020,3,9,,13,0,NA,NA,wet,NA,,kc,326
2020,3,9,,9,0,NA,NA,bottle,2,oz,kc,326
2020,3,9,,11,15,NA,NA,bottle,2,oz,kc,326
2020,3,9,,11,45,12,45,nap,NA,,kc,326
2020,3,10,Tuesday,NA,NA,NA,NA,skill_walking,NA,,jsmkch,327
2020,3,10,,8,40,NA,NA,wet,NA,,ap,327
2020,3,10,,10,45,NA,NA,wet,NA,,kc,327
2020,3,10,,12,35,NA,NA,dry,NA,,kc,327
2020,3,10,,14,10,NA,NA,wet,NA,,kc,327
2020,3,10,,9,0,NA,NA,bottle,1,oz,kc,327
2020,3,10,,11,0,NA,NA,bottle,2,oz,kc,327
2020,3,10,,12,37,NA,NA,water,NA,,kc,327
2020,3,10,,14,0,NA,NA,water,NA,,kc,327
2020,3,10,,11,45,12,30,nap,NA,,kc,327
2020,3,12,Thursday,NA,NA,NA,NA,start_home_covid19,NA,,jsm,329
2020,3,12,,10,0,NA,NA,wet,NA,,ij,329
2020,3,12,,13,25,NA,NA,wet,NA,,jd,329
2020,3,13,Friday,NA,NA,NA,NA,trait_mass,10.348,kg,rainbow,330
2020,3,13,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm,330
2020,3,14,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm,331
2020,3,14,Saturday,18,0,NA,NA,amoxicilin,3,mL,jsm,331
2020,3,14,Saturday,8,0,NA,NA,predisolone,5,mL,jsm,331
2020,3,15,Sunday,8,0,NA,NA,amoxicilin,3,mL,jsm,332
2020,3,15,Sunday,18,0,NA,NA,amoxicilin,3,mL,jsm,332
2020,3,15,Sunday,8,0,NA,NA,predisolone,5,mL,jsm,332
2020,3,16,Monday,8,0,NA,NA,amoxicilin,3,mL,jsm,333
2020,3,16,Monday,18,0,NA,NA,amoxicilin,3,mL,jsm,333
2020,3,16,Monday,8,0,NA,NA,predisolone,5,mL,jsm,333
2020,3,17,Tuesday,8,0,NA,NA,amoxicilin,3,mL,jsm,334
2020,3,17,Tuesday,18,0,NA,NA,amoxicilin,3,mL,jsm,334
2020,3,17,Tuesday,8,0,NA,NA,predisolone,5,mL,jsm,334
2020,3,18,Wednesday,8,0,NA,NA,predisolone,5,mL,jsm,335
2020,3,18,Wednesday,8,0,NA,NA,amoxicilin,3,mL,jsm,335
2020,3,18,Wednesday,18,0,NA,NA,amoxicilin,3,mL,jsm,335
2020,3,19,Thursday,8,0,NA,NA,amoxicilin,3,mL,jsm,336
2020,3,20,Friday,8,0,NA,NA,amoxicilin,3,mL,jsm,337
2020,3,20,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm,337
2020,3,21,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm,338
2020,4,7,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lower_right_lateral,NA,,kch,355
2020,4,16,Wednesday,NA,NA,NA,NA,trait_tooth_incisor_lower_left_lateral,NA,,jsm,364
2020,4,30,Thursday,NA,NA,NA,NA,trait_mass,10.66,kg,rainbow,378
2020,4,30,Thursday,NA,NA,NA,NA,trait_length,80.01,cm,rainbow,378
2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_right,NA,,jsm,403
2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_left,NA,,jsm,403
2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_right,NA,,jsm,424
2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_left,NA,,jsm,424
2020,6,20,Saturday,NA,NA,NA,NA,trait_tooth_molar_upper_right,NA,,kch,429
2020,6,25,Thursday,NA,NA,NA,NA,trait_tooth_molar_upper_left,NA,,kch,434
2020,7,31,Friday,NA,NA,NA,NA,trait_mass,11.57,kg,hottinger,470
2020,8,10,Monday,NA,NA,NA,NA,trait_mass,11.82,kg,rainbow,480
2020,8,10,Monday,NA,NA,NA,NA,trait_length,83.82,cm,rainbow,480
2020,8,11,Tuesday,NA,NA,NA,NA,stop_home_covid19,NA,,jsm,481
2020,8,24,,9,45,NA,NA,wet,NA,,ap,494
2020,8,24,,11,54,NA,NA,wet,NA,,ap,494
2020,8,24,,13,35,NA,NA,wet,NA,,ap,494
2020,8,24,,13,57,NA,NA,bowel,NA,,ap,494
2020,8,24,,15,10,NA,NA,wet,NA,,ap,494
2020,8,24,,8,15,NA,NA,bottle,0,oz,ap,494
2020,8,24,,10,35,NA,NA,water,1,oz,ap,494
2020,8,24,,10,45,11,49,nap,NA,,ap,494
2020,8,26,,7,45,NA,NA,dry,NA,,am,496
2020,8,26,,8,40,NA,NA,bowel,NA,,ap,496
2020,8,26,,11,45,NA,NA,dry,NA,,am,496
2020,8,26,,13,30,NA,NA,wet,NA,,kc,496
2020,8,26,,15,30,NA,NA,wet,NA,,kc,496
2020,8,26,,11,20,NA,NA,bottle,3,oz,am,496
2020,8,26,,14,0,NA,NA,water,NA,,ap,496
2020,8,26,,8,0,NA,NA,water,NA,,ap,496
2020,8,26,,11,50,13,30,nap,NA,,kc,496
2020,8,27,,8,5,NA,NA,wet,NA,,ap,497
2020,8,27,,10,30,NA,NA,wet,NA,,am,497
2020,8,27,,13,40,NA,NA,wet,NA,,kc,497
2020,8,27,,15,5,NA,NA,wet,NA,,kc,497
2020,8,27,,11,50,13,40,nap,NA,,am,497
2020,9,1,,8,10,NA,NA,dry,NA,,ap,502
2020,9,1,,10,30,NA,NA,bowel,NA,,am,502
2020,9,1,,13,40,NA,NA,dry,NA,,am,502
2020,9,1,,15,30,NA,NA,bowel,NA,,am,502
2020,9,1,,11,45,13,40,nap,NA,,am,502
2020,9,2,,8,30,NA,NA,bowel,NA,,aym,503
2020,9,2,,10,30,NA,NA,wet,NA,,kc,503
2020,9,2,,13,30,NA,NA,wet,NA,,am,503
2020,9,2,,14,40,NA,NA,bowel,NA,,kc,503
2020,9,2,,11,30,12,15,nap,NA,,kc,503
2020,9,28,,7,45,NA,NA,bowel,NA,,kc,529
2020,9,28,,10,30,NA,NA,wet,NA,,am,529
2020,9,28,,13,30,NA,NA,wet,NA,,am,529
2020,9,29,,8,0,NA,NA,wet,NA,,am,530
2020,9,29,,9,45,NA,NA,bowel,NA,,am,530
2020,9,29,,10,30,NA,NA,dry,NA,,am,530
2020,9,29,,13,38,NA,NA,wet,NA,,am,530
2020,9,29,,11,0,13,30,nap,NA,,am,530
2020,9,30,,8,0,NA,NA,bowel,NA,,ap,531
2020,9,30,,10,30,NA,NA,wet,NA,,am,531
2020,9,30,,13,45,NA,NA,wet,NA,,am,531
2020,9,30,,14,30,NA,NA,bowel,NA,,am,531
2020,9,30,,11,30,13,40,nap,NA,,am,531
2020,10,1,,8,0,NA,NA,bowel,NA,,am,532
2020,10,1,,10,30,NA,NA,wet,NA,,am,532
2020,10,1,,13,30,NA,NA,wet,NA,,kc,532
2020,10,1,,11,30,13,30,nap,NA,,am,532
2020,10,2,,8,15,NA,NA,bowel,NA,,kc,533
2020,10,2,,10,15,NA,NA,dry,NA,,ap,533
2020,10,2,,11,48,NA,NA,wet,NA,,ap,533
2020,10,2,,13,40,NA,NA,wet,NA,,ap,533
2020,10,2,,15,2,NA,NA,wet,NA,,ap,533
2020,10,2,,10,57,11,46,nap,NA,,ap,533
2020,10,5,,8,0,NA,NA,wet,NA,,ap,536
2020,10,5,,10,30,NA,NA,wet,NA,,kc,536
2020,10,5,,13,35,NA,NA,wet,NA,,kc,536
2020,10,5,,11,30,13,30,nap,NA,,kc,536
2020,10,6,,8,15,NA,NA,wet,NA,,am,537
2020,10,6,,10,5,NA,NA,wet,NA,,melody,537
2020,10,6,,13,10,NA,NA,wet,NA,,melody,537
2020,10,6,,11,30,13,0,nap,NA,,melody,537
2020,10,7,,7,45,NA,NA,bowel,NA,,am,538
2020,10,7,,10,20,NA,NA,wet,NA,,ap,538
2020,10,7,,13,25,NA,NA,wet,NA,,ap,538
2020,10,7,,14,45,NA,NA,wet,NA,,am,538
2020,10,7,,11,15,13,20,nap,NA,,ap,538
2020,10,8,,8,15,NA,NA,wet,NA,,ap,539
2020,10,8,,10,30,NA,NA,wet,NA,,am,539
2020,10,8,,13,30,NA,NA,wet,NA,,am,539
2020,10,8,,14,25,NA,NA,bowel,NA,,am,539
2020,10,8,,11,30,13,30,nap,NA,,am,539
2020,11,7,Saturday,NA,NA,NA,NA,skill_sentence,NA,"cars go zoom" cah zoom,jsm,569
2020,11,18,Wednesday,NA,NA,NA,NA,start_home_covid19,NA,,jsm,580
2020,12,7,Monday,NA,NA,NA,NA,skill_self_reference,NA,"our car zoom beren" ah cah zoom beh,jsm,599
2020,12,14,Monday,NA,NA,NA,NA,skill_count,NA,to four; counted two blocks when I tried to trick him,jsm,606
2021,1,19,Tuesday,8,44,NA,NA,dry,NA,,aym,642
2021,1,19,Tuesday,10,31,NA,NA,wet,NA,,aym,642
2021,1,19,Tuesday,14,26,NA,NA,wet,NA,,mb,642
2021,1,19,Tuesday,12,8,14,0,nap,NA,,aym,642
2021,1,20,Wednesday,9,0,NA,NA,wet,NA,,aym,643
2021,1,20,Wednesday,10,30,NA,NA,bowel,NA,,aym,643
2021,1,20,Wednesday,13,57,NA,NA,wet,NA,,aym,643
2021,1,20,Wednesday,12,0,13,0,nap,NA,,aym,643
2021,1,21,Thursday,9,0,NA,NA,wet,NA,,ap,644
2021,1,21,Thursday,10,30,NA,NA,wet,NA,,aym,644
2021,1,21,Thursday,13,30,NA,NA,wet,NA,,aym,644
2021,1,21,Thursday,11,48,13,0,nap,NA,,aym,644
2021,1,22,Thursday,8,39,NA,NA,wet,NA,,ap,645
2021,1,22,Thursday,10,39,NA,NA,wet,NA,,kc,645
2021,1,22,Thursday,13,45,NA,NA,wet,NA,,kc,645
2021,1,22,Thursday,11,30,13,45,nap,NA,,kc,645
2021,1,25,,8,30,NA,NA,wet,NA,,ap,648
2021,1,25,,10,45,NA,NA,wet,NA,,jd,648
2021,1,25,,14,0,NA,NA,wet,NA,,jd,648
2021,1,25,,14,55,NA,NA,dry,NA,,mb,648
2021,1,25,,11,30,13,0,nap,NA,,mb,648
2021,1,27,Tuesday,8,0,NA,NA,wet,NA,,aym,650
2021,1,27,Tuesday,10,30,NA,NA,bowel,NA,,aym,650
2021,1,27,Tuesday,13,45,NA,NA,wet,NA,,aym,650
2021,1,27,Tuesday,11,30,13,45,nap,NA,,aym,650
2021,1,28,Wednesday,9,0,NA,NA,dry,NA,,aym,651
2021,1,28,Wednesday,10,39,NA,NA,wet,NA,,aym,651
2021,1,28,Wednesday,13,50,NA,NA,wet,NA,,aym,651
2021,1,28,Wednesday,11,40,13,50,nap,NA,,aym,651
2021,1,29,,8,0,NA,NA,wet,NA,,jd,652
2021,1,29,,9,35,NA,NA,bowel,NA,,aym,652
2021,1,29,,10,29,NA,NA,bowel,NA,,aym,652
2021,1,29,,13,5,NA,NA,wet,NA,,aym,652
2021,1,29,,11,30,13,0,nap,NA,,aym,652
